name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
Artist Garden Duplex Ft. Greene - 2.5 Bedroom,United States,Apartment,250,Entire home/apt,3,3,8,strict_14_with_grace_period,89,2,50,30,4,10.0,2019-03-07,Miriam,2,2019-03-07,198,-73.97527,40.6884
Big Private BR Steps to Barnard Columbia & Subways,United States,Apartment,128,Private room,1,1,2,strict_14_with_grace_period,29,1,45,1125,1,9.0,2019-03-07,Paul,2,2019-03-07,267,-73.9648,40.80732
Spacious 2 Bedroom: Soho/Escalator,Hong Kong,Apartment,1703,Entire home/apt,2,3,5,moderate,86,2,100,1125,4,10.0,2019-03-11,Tara,1,2019-03-11,108,114.15315,22.28028
Spacious 3bdrm. Artsy and Perfect Location!,Hong Kong,Apartment,1146,Entire home/apt,3,3,5,strict_14_with_grace_period,125,2,60,1125,4,9.0,2019-03-11,Melanie,5,2019-03-11,306,114.15202,22.28582
Hospede-se com acesso fácil.,Brazil,Condominium,134,Entire home/apt,2,3,4,flexible,0,5,0,1125,1,0.0,2019-02-11,Rose,1,2019-02-11,0,-43.24972983198035,-22.862647394041378
AP. EM CONDOMINIO FECHADO,Brazil,Apartment,172,Entire home/apt,2,2,4,flexible,0,1,0,1125,1,0.0,2019-02-11,Adriano,1,2019-02-11,0,-43.21872245840377,-22.89142169593252
Apartamento para as olimpíadas,Brazil,Apartment,746,Entire home/apt,2,3,4,strict_14_with_grace_period,0,7,0,1125,1,0.0,2019-02-11,Rosane,1,2019-02-11,358,-43.1838890521465,-22.938257466286093
Cozy Hell's Kitchen Apt,United States,Apartment,125,Entire home/apt,1,1,2,strict_14_with_grace_period,60,1,0,1125,1,10.0,2019-03-07,Karen,1,2019-03-07,66,-73.99482,40.76438
Room w private toilet 3 min to MTR!,Hong Kong,Condominium,447,Private room,1,1,2,strict_14_with_grace_period,72,2,0,30,2,10.0,2019-03-11,Joanna,3,2019-03-11,140,114.20854,22.29099
Private Entrance - Backyard Summer Dining - Enjoy,United States,Townhouse,110,Entire home/apt,1,2,2,strict_14_with_grace_period,184,7,15,29,2,10.0,2019-03-07,Michelle,3,2019-03-07,300,-73.95321,40.69034
Private Cozy Bedroom in Brooklyn,United States,Apartment,47,Private room,1,1,2,moderate,241,2,15,30,1,9.0,2019-03-07,Karen,2,2019-03-07,100,-73.94883,40.6536
Designer Apartment in Sheung Wan,Hong Kong,Apartment,1484,Entire home/apt,1,1,2,strict_14_with_grace_period,18,1,0,1125,1,10.0,2019-03-11,Maria,1,2019-03-11,0,114.14881,22.28354
causeway bay MTR+Tidy Quad room&YT,Hong Kong,Apartment,597,Private room,1,3,4,strict_14_with_grace_period,15,1,0,2147483647,1,8.0,2019-03-11,Danny,29,2019-03-11,32,114.18651,22.28186
Holoholo Inn: Rain Forest (Priv-2),United States,House,105,Private room,1,1,2,strict_14_with_grace_period,44,1,0,1125,1,10.0,2019-03-06,Satoshi,6,2019-03-06,360,-155.2403,19.43344
Brooklyn Artist Loft / Fun Location,United States,Apartment,59,Private room,1,1,3,strict_14_with_grace_period,13,30,25,360,1,9.0,2019-03-07,Joseph,9,2019-03-07,364,-74.02972,40.63199
Super location - Walk to the City!,Australia,Apartment,119,Entire home/apt,1,1,2,strict_14_with_grace_period,9,3,0,1125,2,10.0,2019-03-07,Serena,3,2019-03-07,0,151.22133,-33.87521
,Spain,Apartment,40,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-03-08,Mar,1,2019-03-08,0,2.15759,41.40349
enjoy nature in Istanbul,Turkey,House,359,Entire home/apt,2,2,4,flexible,15,2,60,1125,2,9.0,2019-02-18,Sanem,1,2019-02-18,0,29.11608,40.862
Bright PrivateRm 1 min to JordanMTR,Hong Kong,Hostel,447,Private room,1,1,1,strict_14_with_grace_period,203,2,0,1125,1,10.0,2019-03-11,Sam,22,2019-03-11,62,114.17127,22.30549
Alcam Colon 52 Apartment,Spain,Apartment,91,Entire home/apt,2,3,6,strict_14_with_grace_period,0,32,0,1125,1,0.0,2019-03-08,Oscar And Diego,109,2019-03-08,287,2.17831,41.37724
Makai Hideaway,United States,House,169,Entire home/apt,4,8,14,strict_14_with_grace_period,119,4,25,180,4,10.0,2019-03-06,Cheryl,2,2019-03-06,215,-155.89926,19.20636
2 Bdrm/2 Bath  Family Suite Ocean View,United States,Condominium,325,Entire home/apt,2,4,8,super_strict_30,103,2,25,1125,6,7.0,2019-03-06,Roger,9,2019-03-06,295,-157.82696,21.27971
Alcam Colón 42 Apartment,Spain,Apartment,91,Entire home/apt,2,3,4,strict_14_with_grace_period,1,32,0,1125,1,8.0,2019-03-08,Oscar And Diego,109,2019-03-08,283,2.17774,41.37783
The Executive  Posh Room,United States,House,90,Private room,1,1,2,strict_14_with_grace_period,21,1,40,60,1,10.0,2019-03-07,Karlene,8,2019-03-07,365,-73.77835,40.68135
East Village Sanctuary,United States,Apartment,200,Entire home/apt,1,1,2,flexible,19,30,0,90,1,10.0,2019-03-07,Molly,1,2019-03-07,117,-73.98763,40.72808
aOceanside Hawaii Apartment Studio Kitchen Parking,United States,Apartment,99,Entire home/apt,1,1,2,strict_14_with_grace_period,137,1,25,1125,2,9.0,2019-03-06,Jay,5,2019-03-06,88,-157.83937,21.2837
"Waterfront, Enchanted Lake Home 2/1",United States,House,189,Entire home/apt,2,4,8,strict_14_with_grace_period,44,4,25,1125,2,9.0,2019-03-06,Tom,7,2019-03-06,312,-157.74147,21.37812
Spacious room Kadıköy Yeldeğirmeni,Turkey,Apartment,47,Private room,1,1,1,strict_14_with_grace_period,1,7,0,1125,1,10.0,2019-02-18,Onur,1,2019-02-18,364,29.03075,40.99459
Sunny 1 or 2 BR apt in Boerum Hill,United States,Apartment,189,Entire home/apt,1,1,3,strict_14_with_grace_period,215,4,10,28,2,10.0,2019-03-07,Judy,1,2019-03-07,276,-73.98517,40.68779
Newly and comfortable apt,Hong Kong,Condominium,463,Entire home/apt,0,1,2,strict_14_with_grace_period,206,1,80,1125,2,10.0,2019-03-11,Michelle&May,9,2019-03-11,272,114.17545,22.29643
"Amazing NEW Food Lover Balcony, close to FIRA, MWC",Spain,Apartment,84,Entire home/apt,2,2,4,strict_14_with_grace_period,130,4,25,1124,2,10.0,2019-03-08,Kerrisdale Holdings SLU,8,2019-03-08,258,2.16622,41.3719
Spacious and quiet duplex apartment in Poble Sec,Spain,Apartment,130,Entire home/apt,3,7,7,moderate,129,3,35,365,4,10.0,2019-03-08,Cristina,1,2019-03-08,127,2.15566,41.37479
SPACIOUS RAMBLA CATALUÑA,Spain,Apartment,130,Entire home/apt,4,5,5,strict_14_with_grace_period,1,32,0,32,1,6.0,2019-03-08,Celia,10,2019-03-08,100,2.15255,41.39193
Convenient & Cozy Private Rm@Jordan,Hong Kong,Apartment,424,Private room,1,1,1,strict_14_with_grace_period,211,2,0,1125,1,9.0,2019-03-11,Sam,22,2019-03-11,57,114.17106,22.30692
MONTJUIC FOUNTAINS APARTMENT,Spain,Apartment,85,Entire home/apt,4,6,6,strict_14_with_grace_period,43,1,0,1125,6,9.0,2019-03-08,Barcelona Bedroom,46,2019-03-08,194,2.15573,41.37249
"Home, Sweet, Harlem. Welcome!",United States,Apartment,110,Entire home/apt,1,1,3,moderate,199,1,25,1125,1,10.0,2019-03-07,Kevin,1,2019-03-07,357,-73.93955,40.79733
Room 1 near Jordan Mtr station 1min,Hong Kong,Apartment,400,Private room,1,1,2,strict_14_with_grace_period,105,1,0,1125,1,9.0,2019-03-11,Tungshing,7,2019-03-11,236,114.17237,22.30612
"Mongkok Luxury Studio, New Reno *4A",Hong Kong,Apartment,298,Entire home/apt,0,1,1,strict_14_with_grace_period,1,60,0,1125,1,10.0,2019-03-11,Tane Residence,92,2019-03-11,42,114.16984,22.31915
302 Kanai A Nalu Ocean front/view,United States,Condominium,400,Entire home/apt,2,3,6,super_strict_60,7,7,20,1123,4,10.0,2019-03-06,Kathy,24,2019-03-06,142,-156.5039,20.79664
DOUBLE ROOM IN THE HEART OF BCN,Spain,Apartment,25,Private room,1,1,2,strict_14_with_grace_period,108,1,20,1125,1,9.0,2019-03-08,Isabel,2,2019-03-08,324,2.17561,41.38701
Lovely room in Caueway Bay!,Hong Kong,Apartment,353,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-03-11,Julia,1,2019-03-11,0,114.18233,22.27681
2 Bedroom Ipanema-Copacabana,Brazil,Apartment,306,Entire home/apt,2,5,5,moderate,2,4,100,30,5,10.0,2019-02-11,Zuzu,3,2019-02-11,12,-43.192297491066334,-22.985816199811516
Prince Kuhio 315 ocean view steps to the beach,United States,Apartment,234,Private room,1,1,2,super_strict_60,4,1,0,1125,2,10.0,2019-03-06,Joshua,95,2019-03-06,291,-159.47554,21.88234
Large Duplex in Midtown East with backyard!,United States,Apartment,350,Entire home/apt,2,4,7,strict_14_with_grace_period,112,2,0,1125,5,9.0,2019-03-06,Boris,1,2019-03-06,115,-73.96776,40.75482
Pineapple Paradise,United States,Apartment,135,Entire home/apt,0,1,3,moderate,87,2,75,365,3,10.0,2019-03-06,Kelly,1,2019-03-06,182,-157.83857,21.28572
Nice Decorated Studio in Central,Turkey,Townhouse,633,Entire home/apt,0,2,4,moderate,0,1,0,1125,1,0.0,2019-02-18,Enes,1,2019-02-18,365,29.00425,41.04095
habitación doble tranquila con luz,Spain,Apartment,31,Private room,1,1,2,moderate,23,1,0,1125,1,9.0,2019-03-08,Vanessa,1,2019-03-08,358,2.20085,41.42112
A cosy room for female student,Turkey,Apartment,90,Private room,1,1,1,moderate,2,3,0,15,1,10.0,2019-02-18,Buckun,1,2019-02-18,365,28.98352,41.04902
Conveniently located apartment,Hong Kong,Apartment,793,Entire home/apt,1,1,2,moderate,1,3,0,1125,1,0.0,2019-03-11,Jayme,1,2019-03-11,0,114.15076,22.28352
Charming apartment in Santa Teresa,Brazil,Villa,209,Entire home/apt,3,4,5,flexible,7,2,48,1125,2,10.0,2019-02-11,Branca,1,2019-02-11,357,-43.1899284846398,-22.920478977773982
Clean room in quiet area,Hong Kong,Apartment,188,Private room,1,1,1,moderate,27,1,0,365,1,10.0,2019-03-11,Tim,2,2019-03-11,92,114.25746,22.31752
,Turkey,Apartment,506,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Levent,5,2019-02-18,365,28.98018,41.00404
2 Bedroom in The East Village!,United States,Apartment,125,Entire home/apt,2,3,4,flexible,19,1,0,1125,1,9.0,2019-03-06,Samantha,1,2019-03-06,0,-73.98161,40.73598
Room 3 near Jardan mtr station 1min,Hong Kong,Apartment,298,Private room,1,1,2,strict_14_with_grace_period,139,1,0,1125,1,9.0,2019-03-11,Tungshing,7,2019-03-11,173,114.17242,22.30515
Sunny Bedroom in Downtown Montreal,Canada,Apartment,21,Private room,1,1,2,flexible,1,14,0,1125,1,8.0,2019-03-11,Cristina,1,2019-03-11,0,-73.58595,45.49039
Double Room,Turkey,Bed and breakfast,359,Private room,1,2,1,flexible,0,1,0,1125,1,0.0,2019-02-18,Bugra,1,2019-02-18,365,28.977,41.01001
1 or 2 rooms with private terrace in shared flat,Spain,Apartment,65,Private room,2,2,4,moderate,57,2,25,1125,1,9.0,2019-03-08,Capitaine,1,2019-03-08,333,2.15395,41.38005
Burgazada da çarşıya yakın daire,Turkey,Apartment,348,Entire home/apt,2,3,4,flexible,22,1,0,1125,1,9.0,2019-02-18,Eser,1,2019-02-18,336,29.06648,40.87794
Cozy Chinatown studio apartment,United States,Apartment,100,Entire home/apt,0,1,2,strict_14_with_grace_period,26,4,20,30,1,9.0,2019-03-07,Maia,1,2019-03-07,0,-73.99442,40.7113
"Bright, Bohemian, Spacious Apt in Williamsburg",United States,Condominium,125,Entire home/apt,1,1,3,strict_14_with_grace_period,16,2,22,30,3,10.0,2019-03-06,Simona,1,2019-03-06,0,-73.96216,40.71353
listing_id: (Phone number hidden by Airbnb) THE BEST LOCATION IN LEBLON,Brazil,Apartment,518,Entire home/apt,3,4,6,moderate,11,2,50,1125,4,9.0,2019-02-11,Patricia,1,2019-02-11,351,-43.21889444085009,-22.980690335847203
Cottage on Kona Coffee Farm,United States,Cabin,65,Entire home/apt,1,1,2,strict_14_with_grace_period,1,5,0,1125,1,0.0,2019-03-06,Brad & Linda,6,2019-03-06,353,-155.87508,19.26787
NEW FLAT + PRIVATE ROOFTOP IN SAY YING PUN,Hong Kong,Apartment,903,Entire home/apt,2,2,5,strict_14_with_grace_period,3,4,100,1125,3,8.0,2019-03-11,Jorge,3,2019-03-11,0,114.14238,22.28737
HAPPY TO HELP YOU,Turkey,Apartment,227,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Hakan,1,2019-02-18,365,28.98641,41.06018
Sugar Beach Resort 1BR Ground Floor Condo !,United States,Condominium,239,Entire home/apt,1,1,2,super_strict_30,0,4,0,1125,1,0.0,2019-03-06,Condominium Rentals Hawaii,294,2019-03-06,257,-156.46697,20.78484
2 confortables habitaciones en el centro de BCN!,Spain,Apartment,35,Private room,2,2,3,moderate,54,1,22,1125,1,10.0,2019-03-08,Aliona,1,2019-03-08,92,2.16851,41.3791
Beautiful Ensuite Room -Easy access to city,Australia,House,75,Private room,1,1,2,moderate,2,30,0,1125,1,0.0,2019-03-07,Marina,1,2019-03-07,0,151.2009,-33.90987
Executive Luxury design Apartment,Australia,Apartment,461,Entire home/apt,2,2,3,strict_14_with_grace_period,35,2,100,365,2,10.0,2019-03-07,Sarah,2,2019-03-07,157,151.23526,-33.88944
Furnished Nolita Studio,United States,Apartment,200,Entire home/apt,0,1,2,flexible,0,3,0,1125,1,0.0,2019-03-06,Sri,1,2019-03-06,0,-73.99529,40.72404
Apartamento São Bento da Vitória 2 - Amazing view,Portugal,Apartment,80,Entire home/apt,1,2,4,moderate,211,2,15,300,2,10.0,2019-02-16,Rosa,3,2019-02-16,266,-8.61655,41.14507
Loue 1 chambre privée,Canada,Apartment,60,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-03-11,Jeremy,2,2019-03-11,0,-73.55495,45.51625
Quiet room in central Istanbul,Turkey,Apartment,95,Private room,1,1,2,flexible,0,1,36,1125,1,0.0,2019-02-18,Aliş Hüseyin,1,2019-02-18,365,28.98361,41.04768
O'Porto Studio | Historic Center,Portugal,Loft,40,Entire home/apt,1,1,4,strict_14_with_grace_period,380,2,10,1120,2,10.0,2019-02-16,Tomás,20,2019-02-16,275,-8.61504,41.14736
Bundeena Garden Studio near beaches,Australia,Cabin,109,Entire home/apt,1,1,2,strict_14_with_grace_period,230,2,0,7,1,10.0,2019-03-07,Belinda,1,2019-03-07,125,151.15761,-34.08087
Twin Room With Window,Hong Kong,Bed and breakfast,283,Private room,1,2,2,strict_14_with_grace_period,38,4,100,365,1,9.0,2019-03-11,Jim,15,2019-03-11,75,114.17082,22.31871
Amazing Upper West Side Loft-Studio,United States,Loft,79,Entire home/apt,1,1,4,moderate,12,30,20,1125,2,10.0,2019-03-06,Karen,8,2019-03-06,16,-73.97589,40.78898
Huge bedroom in luxurious apartment,United States,Apartment,40,Private room,1,1,3,flexible,2,4,0,1125,1,10.0,2019-03-06,Colin,1,2019-03-06,0,-73.94429,40.78626
Midillis 202 (Double Room),Turkey,Apartment,148,Private room,1,1,2,flexible,24,2,0,1125,1,10.0,2019-02-18,Kamuran,4,2019-02-18,322,28.97622,41.00359
Lulapartment II,Portugal,Apartment,60,Entire home/apt,2,5,7,strict_14_with_grace_period,229,2,10,1125,5,9.0,2019-02-16,Cristina,3,2019-02-16,259,-8.61825,41.14366
Harbourside Apartment - Water Views,Australia,Apartment,161,Entire home/apt,1,2,3,strict_14_with_grace_period,41,2,50,365,2,9.0,2019-03-07,Eleanor,1,2019-03-07,322,151.21478,-33.84297
cozy house and garden in the heart of Montréal,Canada,Apartment,64,Entire home/apt,2,2,4,flexible,5,2,0,1125,2,10.0,2019-03-11,Teodora,1,2019-03-11,0,-73.55985,45.53481
1 sunny bedroom in large St-Henri appartment,Canada,Apartment,70,Private room,1,2,2,strict_14_with_grace_period,2,3,0,15,1,10.0,2019-03-11,Kim-Sanh,2,2019-03-11,0,-73.58664,45.47348
Charming Private Brooklyn Bedroom,United States,Apartment,105,Private room,1,1,1,moderate,58,1,0,1125,1,10.0,2019-03-07,Kris,1,2019-03-07,365,-73.95646,40.72804
The Sassy Lilac Megan Love Room,United States,House,100,Private room,1,1,2,moderate,203,1,0,1125,1,10.0,2019-03-06,Megan,4,2019-03-06,284,-155.97975,19.61171
"Big, glamorous, 4BR, 3-story house",United States,House,499,Entire home/apt,4,7,8,strict_14_with_grace_period,104,2,100,1125,5,10.0,2019-03-07,Jon,1,2019-03-07,245,-73.97713,40.68675
.CidadeMaravilhosa.2017RIO,Brazil,Apartment,246,Entire home/apt,1,1,2,flexible,0,1,199,1125,1,0.0,2019-02-11,Claudio,1,2019-02-11,365,-43.179580196689336,-22.941799837438328
Aluguel para Olimpiadas,Brazil,Apartment,1000,Entire home/apt,2,2,4,strict_14_with_grace_period,0,1,0,1125,1,0.0,2019-02-11,Diogo,1,2019-02-11,0,-43.398422063779684,-22.970523926945454
LightHouse with Sea View,Portugal,Apartment,80,Entire home/apt,1,1,2,moderate,1,2,10,1125,2,10.0,2019-02-16,David - LightHouse,3,2019-02-16,216,-8.67643,41.15171
Museum Mile 1 BR - Madison Ave,United States,Apartment,133,Entire home/apt,1,1,4,strict_14_with_grace_period,7,30,0,365,1,8.0,2019-03-07,Corporate Housing,85,2019-03-07,340,-73.95735,40.78465
Apartamento/Loft no Flamengo,Brazil,Loft,179,Entire home/apt,0,1,2,flexible,0,3,0,15,1,0.0,2019-02-11,Cesar,1,2019-02-11,362,-43.178454975194995,-22.926541739219996
Next to Barcelona Fair and Magic Fountain,Spain,Apartment,90,Entire home/apt,4,4,6,strict_14_with_grace_period,20,1,0,1125,6,10.0,2019-03-08,Clickandflat,30,2019-03-08,223,2.15375,41.37587
Beautiful in Ipanema for your Family,Brazil,Apartment,351,Entire home/apt,3,8,6,strict_14_with_grace_period,4,3,80,90,3,10.0,2019-02-11,Fabi,35,2019-02-11,130,-43.20246232850196,-22.985703885018637
Studio Apartment w/ Private Rooftop,Hong Kong,Apartment,903,Entire home/apt,0,1,2,flexible,1,3,0,1125,1,10.0,2019-03-11,Madelon,2,2019-03-11,0,114.15037,22.28515
Luxury 1 Bedroom Central Park Views,United States,Condominium,1000,Entire home/apt,1,1,3,strict_14_with_grace_period,24,30,0,1125,2,10.0,2019-03-07,Henry,13,2019-03-07,365,-73.96482,40.79208
Apartamento com 2 quartos Leblon,Brazil,Apartment,548,Entire home/apt,2,2,4,flexible,2,2,100,365,1,9.0,2019-02-11,Rodrigo,1,2019-02-11,214,-43.230457787230115,-22.986550485203637
"Cosy flat,walking distance tocenter",Turkey,Apartment,190,Private room,1,2,2,flexible,5,1,0,1125,1,10.0,2019-02-18,Aylin,1,2019-02-18,363,29.04503,40.98909
ROOM + ENSUITE INNER CITY MOD HOUSE,Australia,House,125,Private room,1,1,1,strict_14_with_grace_period,12,2,60,1125,1,8.0,2019-03-07,Alison,3,2019-03-07,365,151.16994,-33.86771
Brick House: Unique Garden Apartment! King Bed!,United States,Apartment,125,Entire home/apt,1,1,4,strict_14_with_grace_period,37,2,20,365,2,9.0,2019-03-07,Aswad,3,2019-03-07,345,-73.91365,40.68174
* Lani Beach House,United States,House,895,Entire home/apt,3,5,8,strict_14_with_grace_period,0,4,35,1125,6,0.0,2019-03-06,Hawaii,23,2019-03-06,180,-158.08687,21.61601
The Ohana at Volcanoes National Park!,United States,Guesthouse,100,Entire home/apt,1,3,6,moderate,385,1,20,30,6,10.0,2019-03-06,David,1,2019-03-06,133,-155.22212,19.43327
Feel like home,Canada,Apartment,55,Entire home/apt,0,1,2,strict_14_with_grace_period,42,1,0,1125,1,9.0,2019-03-11,Titi,1,2019-03-11,143,-73.57179,45.51028
2 BR Oceanview - Great Location!,United States,Condominium,200,Entire home/apt,2,2,5,strict_14_with_grace_period,17,1,0,1125,1,9.0,2019-03-06,Jennifer,4,2019-03-06,305,-156.44917,20.73013
Fresh and modern 1BR in Bed-Stuy,United States,Apartment,79,Entire home/apt,1,1,2,strict_14_with_grace_period,180,2,0,1125,1,10.0,2019-03-07,Shaila & Alex,1,2019-03-07,270,-73.92922,40.68683
Apartamento en casco antiguo,Spain,Apartment,55,Entire home/apt,3,4,4,strict_14_with_grace_period,7,31,0,1125,1,9.0,2019-03-08,Luis,15,2019-03-08,36,2.17877,41.37903
Tai Hang (Causeway Bay) Sunny Aprt',Hong Kong,Apartment,761,Entire home/apt,2,2,3,strict_14_with_grace_period,11,2,200,1125,3,10.0,2019-03-11,Su,2,2019-03-11,0,114.19243,22.27928
"1 bedroom in Astoria, Queens",United States,Apartment,65,Private room,1,1,1,flexible,1,1,0,1125,1,0.0,2019-03-06,Joe,1,2019-03-06,0,-73.93959,40.76485
Brooklyn Bushwhick Private Room,United States,Apartment,35,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-03-06,Juno,1,2019-03-06,0,-73.92081,40.70017
"Bright, sunny quite room Bushwick",United States,Apartment,60,Private room,1,1,2,strict_14_with_grace_period,2,2,10,1125,1,10.0,2019-03-06,Louise,1,2019-03-06,0,-73.91932,40.71112
Appartement 3 1/2 en résidence,Canada,Condominium,35,Entire home/apt,1,1,2,strict_14_with_grace_period,2,5,0,45,1,4.0,2019-03-11,Lansana,1,2019-03-11,0,-73.60386,45.55264
Apartamento de Luxo para Olimpíadas,Brazil,Condominium,933,Entire home/apt,2,2,8,flexible,0,1,0,1125,1,0.0,2019-02-11,Leticia,2,2019-02-11,0,-43.42564904825581,-23.00273936515431
1 BR 1/2 block to A/B/C/D trains,United States,Apartment,48,Private room,1,1,2,strict_14_with_grace_period,45,7,15,30,1,9.0,2019-03-07,Marcelo,2,2019-03-07,365,-73.93957,40.83307
GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,Spain,Apartment,60,Entire home/apt,1,1,2,moderate,6,31,0,330,2,7.0,2019-03-08,Lourdes,2,2019-03-08,358,2.15884,41.40462
6 min. walk to metro & metrobus,Turkey,Apartment,100,Private room,1,1,1,moderate,0,7,0,1125,1,0.0,2019-02-18,Taner,1,2019-02-18,363,28.99911,41.06422
Wellyet Guest House@Room 2,Hong Kong,Apartment,267,Private room,1,1,2,strict_14_with_grace_period,36,1,100,1125,2,9.0,2019-03-11,Natalie,14,2019-03-11,348,114.17366,22.2982
"Bright, Modern, Spacious Duplex Apt",United States,Apartment,90,Entire home/apt,1,1,4,moderate,28,2,0,3,2,10.0,2019-03-06,Gabriel,4,2019-03-06,0,-73.92117,40.76964
Cozy and modern Lapa-studio,Brazil,Apartment,112,Entire home/apt,1,2,2,moderate,33,3,0,360,1,10.0,2019-02-11,Dejanira,3,2019-02-11,135,-43.182736348008305,-22.9106385343457
The Local Nook // Cozy Kona Hale,United States,Guest suite,150,Entire home/apt,1,2,2,strict_14_with_grace_period,25,2,15,1125,2,10.0,2019-03-06,Ciara,1,2019-03-06,3,-155.9943,19.67155
Nice room with queen sized bed,Canada,Apartment,30,Private room,1,1,1,moderate,122,30,0,730,1,8.0,2019-03-11,Jen,8,2019-03-11,193,-73.58677,45.52572
Habitación centro Barcelona,Spain,Apartment,25,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-03-08,Alan,2,2019-03-08,0,2.16126,41.39796
Brand new apartment next to HKU,Hong Kong,Apartment,550,Entire home/apt,1,1,2,moderate,0,2,0,1125,1,0.0,2019-03-11,Matthias,1,2019-03-11,0,114.13508,22.28491
Charming apartment with balcony,Brazil,Apartment,250,Entire home/apt,1,1,5,strict_14_with_grace_period,22,3,60,89,3,9.0,2019-02-11,Silvia,10,2019-02-11,311,-43.2285561930115,-22.984126941422254
