name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
Views to die for & use VW Golf GTi for Free,Australia,Apartment,999,Entire home/apt,2,1,2,strict_14_with_grace_period,4,5,0,14,1,9.0,2019-03-07,Carl,1,2019-03-07,0,151.23587,-33.87047
Cozy apartment,Turkey,Serviced apartment,190,Entire home/apt,1,1,1,flexible,5,30,22,1125,1,10.0,2019-02-18,Emrah,7,2019-02-18,364,28.9877,41.04824
Artistic house in the center of BCN,Spain,Apartment,27,Private room,1,1,2,moderate,11,2,25,1125,2,9.0,2019-03-08,Colador,1,2019-03-08,0,2.17744,41.38716
Stylish Suit with balcony in Centre,Turkey,Aparthotel,506,Private room,1,1,3,strict_14_with_grace_period,2,1,119,1125,2,8.0,2019-02-18,Neva,17,2019-02-18,359,28.97869,41.03199
Two single rooms are ready for rent,Hong Kong,Apartment,196,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-03-11,Indrajit,5,2019-03-11,0,114.16973,22.30707
Country house with pool,Portugal,Guesthouse,90,Entire home/apt,2,2,5,moderate,43,1,10,1125,2,10.0,2019-02-16,Sérgio,1,2019-02-16,334,-8.30814,40.91118
Centrally Located Family House,Australia,House,343,Entire home/apt,2,3,5,flexible,1,5,0,9,1,0.0,2019-03-07,David,1,2019-03-07,91,151.158,-33.87012
Feel at HOME away from HOME,United States,Apartment,70,Private room,2,2,5,moderate,67,7,15,20,1,9.0,2019-03-06,Clement & Natalia,1,2019-03-06,0,-73.9437,40.81073
Large flat Mid-Levels with harbor/skyline views,Hong Kong,Apartment,1680,Entire home/apt,3,3,6,strict_14_with_grace_period,19,2,100,25,1,10.0,2019-03-11,Nadia & Thierry,1,2019-03-11,22,114.14769,22.28277
Double room in Gracia - Diagonal,Spain,Apartment,40,Private room,1,1,2,flexible,2,2,0,365,1,10.0,2019-03-08,Olivier,1,2019-03-08,0,2.15838,41.39955
Casa Soares - Estúdio Amor Perfeito,Portugal,Bed and breakfast,70,Entire home/apt,0,1,2,strict_14_with_grace_period,1,1,0,1125,1,10.0,2019-02-16,Casa Soares,5,2019-02-16,46,-8.46975,40.91643
Room @comfy and chic flat in center,Turkey,Apartment,121,Private room,1,1,2,flexible,2,2,70,1125,1,9.0,2019-02-18,Gökçen,2,2019-02-18,355,28.98551,41.05054
"Spacious sunny suite, city center",Portugal,House,28,Private room,1,1,2,moderate,151,2,0,1125,1,9.0,2019-02-16,Oriana,5,2019-02-16,336,-8.61042,41.16794
Spacious flat in Sai Ying Pun,Hong Kong,Apartment,746,Entire home/apt,1,1,2,strict_14_with_grace_period,0,7,0,1125,1,0.0,2019-03-11,Josie,1,2019-03-11,0,114.14084,22.28719
Cozy Apt 10 minutes to Central Park,United States,Apartment,130,Entire home/apt,1,1,3,strict_14_with_grace_period,6,3,30,1125,2,10.0,2019-03-06,Andre,1,2019-03-06,0,-73.93117,40.75588
few step taksim square cozy flat,Turkey,Apartment,343,Private room,1,1,2,strict_14_with_grace_period,16,2,53,1125,1,9.0,2019-02-18,Recep,1,2019-02-18,179,28.98157,41.04016
OPO.APT -  Art Déco Apartment 110-1,Portugal,Apartment,59,Entire home/apt,2,4,6,strict_14_with_grace_period,127,3,4,1125,4,10.0,2019-02-16,João,7,2019-02-16,223,-8.62305,41.15504
Long Island City- Furnished Studio,United States,Apartment,110,Entire home/apt,0,1,2,flexible,9,1,25,1125,2,7.0,2019-03-06,Jess,1,2019-03-06,0,-73.94089,40.75226
Casa Soares - Sobrado Velho,Portugal,Villa,160,Entire home/apt,2,3,5,strict_14_with_grace_period,1,1,25,1125,4,10.0,2019-02-16,Casa Soares,5,2019-02-16,46,-8.46802,40.91622
The Porto Concierge  Mesquita Lodge,Portugal,Apartment,40,Entire home/apt,3,3,4,flexible,118,2,8,1125,4,9.0,2019-02-16,Carlos,1,2019-02-16,346,-8.61127,41.13533
Spacious NOMAD 1 BR for 4,United States,Apartment,150,Entire home/apt,1,1,4,strict_14_with_grace_period,1,3,0,1125,1,8.0,2019-03-06,Alexander,1,2019-03-06,0,-73.98364,40.74603
Bohéme 1BR steps from Prospect Park,United States,Apartment,99,Entire home/apt,1,2,4,strict_14_with_grace_period,2,7,20,1125,2,9.0,2019-03-06,Ian,1,2019-03-06,0,-73.95527,40.65349
Luxurious condo - Old Montreal,Canada,Apartment,101,Entire home/apt,1,1,2,strict_14_with_grace_period,84,1,0,1125,1,10.0,2019-03-11,Claude,19,2019-03-11,225,-73.55941,45.50367
3 bedroom + 2 bathroom apt near MTR,Hong Kong,Condominium,1052,Entire home/apt,3,4,11,strict_14_with_grace_period,106,1,100,1125,6,7.0,2019-03-11,Dan,6,2019-03-11,290,114.16532,22.3072
T2-Guest House-Triple Room,Hong Kong,Condominium,1170,Private room,1,2,3,strict_14_with_grace_period,82,2,0,1124,1,9.0,2019-03-11,Ken,26,2019-03-11,333,114.16923,22.31759
2RM High Floor w/ King & Queen Beds,United States,Condominium,160,Entire home/apt,2,4,6,strict_14_with_grace_period,97,1,10,1125,6,9.0,2019-03-06,Jane,11,2019-03-06,295,-157.83366,21.28569
Luxury modern cozy condo Old Port w/ PARKING,Canada,Apartment,89,Entire home/apt,1,1,2,strict_14_with_grace_period,33,1,0,1125,1,10.0,2019-03-11,Marcos & Mari,1,2019-03-11,0,-73.5569,45.51323
Sunrise room,United States,Cabin,35,Private room,1,2,3,flexible,15,1,6,1125,1,9.0,2019-03-06,Julia,6,2019-03-06,90,-154.91298,19.43804
chambre a loué a montréal,Canada,House,380,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-03-11,Jp,1,2019-03-11,365,-73.54547,45.54974
STUNNING BEACHFRONT 2BD (3 space) APARTMENT,Australia,Apartment,165,Entire home/apt,2,6,6,strict_14_with_grace_period,37,1,0,1125,2,9.0,2019-03-07,Nathan,1,2019-03-07,244,151.25694,-33.94541
Double bed room for 2 travellers,Hong Kong,Apartment,377,Private room,1,1,2,moderate,15,28,100,365,2,8.0,2019-03-11,Albert,4,2019-03-11,317,114.16853,22.31827
Beautiful place in Taksim/Istanbul,Turkey,Apartment,148,Private room,1,2,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Ozlem,1,2019-02-18,0,28.98261,41.0433
"[4] New BedRm by C.Park and 1,B,C",United States,Apartment,95,Private room,1,1,2,strict_14_with_grace_period,175,1,0,1125,1,9.0,2019-03-07,Ray,4,2019-03-07,149,-73.96389,40.79855
Studio in Lincoln Sq - Columbus Cir,United States,Apartment,140,Entire home/apt,0,1,2,flexible,2,2,20,1125,2,10.0,2019-03-06,Sholeh,1,2019-03-06,0,-73.98061,40.77088
Ocean view near Hapuna & Spencer Beaches!,United States,House,139,Entire home/apt,3,4,6,strict_14_with_grace_period,70,1,5,1125,6,9.0,2019-03-06,Rachel,1,2019-03-06,314,-155.81156,20.02293
Sagrada Familia area for 12 people,Spain,Apartment,300,Entire home/apt,4,14,12,flexible,138,2,20,30,8,9.0,2019-03-08,Nick,13,2019-03-08,294,2.17081,41.40506
"Astoria 1 Bed, 2 Blocks to Train",United States,Apartment,125,Entire home/apt,1,1,3,flexible,0,2,25,1125,3,0.0,2019-03-06,Jenna,1,2019-03-06,0,-73.92714,40.76448
#Old City#Authentic Duplex #Terrace,Turkey,Apartment,316,Entire home/apt,2,7,7,flexible,96,2,37,2147483647,2,9.0,2019-02-18,Ibrahim,1,2019-02-18,266,28.95067,41.01094
Contemporary Loft near Plaza Cat.Sleeps 4- Coli 54,Spain,Apartment,80,Entire home/apt,0,2,4,strict_14_with_grace_period,82,1,0,1125,4,9.0,2019-03-08,Enjoybcn,52,2019-03-08,268,2.16612,41.38817
Lumière sur le plateau,Canada,Apartment,101,Entire home/apt,2,2,3,flexible,1,1,0,1125,1,10.0,2019-03-11,Karine,1,2019-03-11,0,-73.57317,45.53339
"Cozy Cottage, Room #2",United States,House,60,Private room,1,1,2,strict_14_with_grace_period,308,1,10,31,1,9.0,2019-03-06,Allison & Gary,17,2019-03-06,278,-158.02898,21.68145
Entire family home,Canada,Apartment,75,Entire home/apt,2,3,5,moderate,7,3,0,30,1,6.0,2019-03-11,Andrea,1,2019-03-11,0,-73.60524,45.54601
Cool apartment in İstanbul,Turkey,Apartment,596,Entire home/apt,3,3,4,flexible,1,1,0,5,1,8.0,2019-02-18,Zekiye,1,2019-02-18,88,28.98673,41.0604
Modern Apartment in NOHO / SOHO,United States,Apartment,125,Private room,1,1,1,strict_14_with_grace_period,3,1,0,1125,1,9.0,2019-03-06,Bobby,1,2019-03-06,0,-73.99555,40.7256
Little Italy gem Center of it all!,United States,Apartment,199,Entire home/apt,1,2,3,moderate,208,3,15,60,2,9.0,2019-03-07,Robert,1,2019-03-07,145,-73.99706,40.71955
DISPONÍVEL Carnaval! 4 Qtos P/ toda a família!!!,Brazil,Apartment,1891,Entire home/apt,4,10,10,strict_14_with_grace_period,0,1,150,1125,10,0.0,2019-02-11,Elisa,22,2019-02-11,365,-43.18586737856383,-22.968760724606092
QUIET SERENE GOLF COURSE KONA CCLUB,United States,Resort,158,Private room,2,3,6,strict_14_with_grace_period,5,5,5,1125,4,8.0,2019-03-06,Janet,10,2019-03-06,268,-155.96112,19.55482
Ev merkezi bir yer,Turkey,Townhouse,401,Private room,1,2,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Özcan,1,2019-02-18,365,29.03461,41.00781
Homy Cozy Place,Brazil,Apartment,145,Entire home/apt,1,1,4,strict_14_with_grace_period,23,2,50,1125,3,10.0,2019-02-11,Silvia E Sidiney,2,2019-02-11,350,-43.18829729959148,-22.974336342468238
Private rooms in heart of Chelsea,United States,Apartment,155,Private room,1,1,2,moderate,17,5,20,60,2,10.0,2019-03-07,Erik,1,2019-03-07,74,-74.00119,40.74314
"Clean, Cheap, Peacefull and Central",Turkey,Apartment,153,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Engin,1,2019-02-18,365,28.98522,41.04545
Huge 3 bedroom apt on Nathan Rd -KD,Hong Kong,House,997,Entire home/apt,3,3,8,strict_14_with_grace_period,176,1,50,1125,7,6.0,2019-03-11,Yau,4,2019-03-11,311,114.17289,22.30649
One bedroom apartment in Istanbul,Turkey,Apartment,485,Entire home/apt,1,1,2,flexible,0,1,0,1125,1,0.0,2019-02-18,Omer,1,2019-02-18,365,28.97601,41.07329
golden horn,Turkey,House,237,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-02-18,Erkan,1,2019-02-18,365,28.95132,41.05945
Voyager House near Taksim square   Entire house,Turkey,Apartment,237,Entire home/apt,2,3,6,strict_14_with_grace_period,48,2,0,1125,1,9.0,2019-02-18,Shahrzad,3,2019-02-18,295,28.97795,41.04559
"Funky, Quiet, Safe EV Walk-Up",United States,Apartment,140,Entire home/apt,2,2,3,moderate,0,3,0,1125,1,0.0,2019-03-06,Aaron,1,2019-03-06,0,-73.98009,40.72475
Mitchell Manor,United States,Apartment,125,Entire home/apt,1,1,4,strict_14_with_grace_period,102,3,0,30,1,9.0,2019-03-07,Nicole,1,2019-03-07,292,-73.93687,40.67958
Beautiful remodeled Ocean view Studio,United States,Condominium,115,Entire home/apt,0,1,2,strict_14_with_grace_period,35,3,0,60,1,9.0,2019-03-06,Lori & Mike,1,2019-03-06,225,-156.66421,20.98967
Large Home near Manly and Northern Beaches,Australia,House,300,Entire home/apt,4,4,6,strict_14_with_grace_period,3,2,25,1125,6,10.0,2019-03-07,Mari,1,2019-03-07,10,151.26562,-33.75694
PORTO HAPPY FLATS - Sto. Ildefonso1,Portugal,Apartment,60,Entire home/apt,1,2,3,moderate,6,2,5,1125,3,9.0,2019-02-16,Gustavo,3,2019-02-16,365,-8.60402,41.14771
Orient erleben zu Zweit,Turkey,Apartment,169,Private room,1,1,2,flexible,0,1,60,1125,1,0.0,2019-02-18,Filiz,1,2019-02-18,365,29.01602,41.01932
Right in the heart of Montreal!!,Canada,Apartment,125,Entire home/apt,2,2,2,flexible,3,1,0,1125,1,10.0,2019-03-11,Micheline,3,2019-03-11,0,-73.57123,45.51768
Large 1 Bedroom Bondi Apartment,Australia,Apartment,87,Entire home/apt,1,1,3,strict_14_with_grace_period,2,7,0,1125,1,6.0,2019-03-07,George,1,2019-03-07,0,151.26204,-33.89108
Porto Central Flat I,Portugal,Apartment,54,Entire home/apt,2,2,5,moderate,31,2,50,1125,5,9.0,2019-02-16,Feels Like Home,429,2019-02-16,321,-8.61651,41.14498
"Basement Beach Apartment, Rockaways",United States,Apartment,70,Entire home/apt,1,1,2,moderate,62,1,10,1125,2,9.0,2019-03-07,Vanda,1,2019-03-07,357,-73.81066,40.58881
"ABSOLUTE BEACHFRONT Swim, Sun, Surf",United States,Condominium,79,Entire home/apt,1,2,3,strict_14_with_grace_period,7,30,20,365,3,9.0,2019-03-06,Trevor,1,2019-03-06,203,-158.21248,21.46174
Single room Flushing G/ Lorimer JMZ,United States,Apartment,60,Private room,1,1,2,moderate,5,1,0,6,1,10.0,2019-03-06,Sean,1,2019-03-06,0,-73.9528,40.70018
Central comfort flat,Turkey,Apartment,100,Entire home/apt,2,3,4,moderate,0,7,0,1125,1,0.0,2019-02-18,Emre,1,2019-02-18,0,28.99531,41.07186
Oporto Best View,Portugal,Apartment,55,Entire home/apt,1,2,4,strict_14_with_grace_period,240,2,10,1125,4,10.0,2019-02-16,Jorge,7,2019-02-16,352,-8.61748,41.14172
>>>Cozy Ocean View Getaway in Heart of Honolulu!,United States,Apartment,90,Entire home/apt,2,2,6,strict_14_with_grace_period,16,2,15,1125,4,9.0,2019-03-06,Sarah,11,2019-03-06,331,-157.85062,21.30094
TOP LOC PVT RM BCHFRNT NORTH SHORE HI $150 @ 2PAX,United States,House,150,Private room,1,2,2,strict_14_with_grace_period,93,3,0,1125,1,9.0,2019-03-06,Paul,2,2019-03-06,26,-158.05107,21.66414
4BR family home nr beaches and park,Australia,House,495,Entire home/apt,4,7,7,moderate,3,5,0,1125,1,9.0,2019-03-07,Sharon,1,2019-03-07,0,151.2503,-33.9096
Ocean View Condo in the Heart of Kihei!,United States,Apartment,157,Entire home/apt,2,2,6,strict_14_with_grace_period,33,2,0,1125,1,10.0,2019-03-06,Cindy,1,2019-03-06,184,-156.44638,20.72575
Apartment Sleep 4 by the beach,Portugal,Apartment,50,Entire home/apt,2,4,4,strict_14_with_grace_period,35,4,0,1125,4,8.0,2019-02-16,Manuel,4,2019-02-16,138,-8.67594,41.15493
Nice apartment near Camp Nou - A/C and Wifi,Spain,Apartment,45,Entire home/apt,1,2,3,strict_14_with_grace_period,164,3,15,365,2,10.0,2019-03-08,Nil,2,2019-03-08,179,2.12422,41.3748
Grande chambre double -Plateau,Canada,Apartment,50,Private room,1,1,2,flexible,0,1,0,1125,1,0.0,2019-03-11,Sylvie,1,2019-03-11,0,-73.57775,45.53161
Studio in Chelsea,United States,Apartment,105,Entire home/apt,1,1,2,moderate,0,8,0,1125,1,0.0,2019-03-07,Lior,1,2019-03-07,70,-74.00287,40.75039
Porto Charming Studio,Portugal,Apartment,40,Entire home/apt,1,2,3,moderate,16,2,0,1125,1,9.0,2019-02-16,Feels Like Home,429,2019-02-16,316,-8.61434,41.15094
"旺角旅馆,三人至4人房,2 分钟到地铁",Hong Kong,Serviced apartment,353,Private room,1,3,4,strict_14_with_grace_period,61,1,100,1125,3,9.0,2019-03-11,Jie,16,2019-03-11,337,114.16785,22.32117
"ExtendALL, PORTO Studio 1",Portugal,Loft,75,Entire home/apt,1,3,3,strict_14_with_grace_period,20,2,15,360,2,10.0,2019-02-16,Bruno,3,2019-02-16,203,-8.61844,41.14195
Manhattan Club (1 bedroom/Sleeps 4),United States,Apartment,420,Entire home/apt,1,2,4,flexible,3,1,0,7,1,9.0,2019-03-06,Kleon,1,2019-03-06,0,-73.98021,40.76387
Sunny studio in Williamsburg,United States,Apartment,150,Entire home/apt,0,1,2,moderate,9,3,0,112,1,10.0,2019-03-06,Allie,1,2019-03-06,0,-73.95352,40.71607
Beautiful spacious room!,United States,Apartment,99,Private room,1,1,2,moderate,11,3,20,1125,1,10.0,2019-03-07,Pilar,1,2019-03-07,38,-73.98385,40.72143
EIXAMPLE DELIGHT - Cozy & Bright Apartment,Spain,Apartment,115,Entire home/apt,2,3,4,moderate,132,3,0,1125,1,10.0,2019-03-08,Just,1,2019-03-08,194,2.16236,41.39078
A+ Fun HK- Central of Asia,Hong Kong,Apartment,212,Private room,1,1,1,strict_14_with_grace_period,66,1,0,1125,1,9.0,2019-03-11,Wesley,1,2019-03-11,317,114.15212,22.28561
Room in very central apt in Kadıkoy,Turkey,Loft,148,Private room,1,2,3,flexible,0,3,30,1125,1,0.0,2019-02-18,Yetkin,1,2019-02-18,180,29.03035,40.98978
"Quality apartment, Quality location",Australia,Apartment,300,Private room,1,1,2,strict_14_with_grace_period,27,3,50,1125,1,9.0,2019-03-07,Mike,1,2019-03-07,365,151.22606,-33.86858
Spacious apt in the heart of EV,United States,Apartment,150,Entire home/apt,1,2,3,moderate,10,4,0,1125,1,9.0,2019-03-06,Emma,1,2019-03-06,0,-73.98639,40.72822
Belle chambre calme,Canada,Apartment,30,Private room,1,1,2,flexible,99,1,8,3,1,9.0,2019-03-11,Aurélien,1,2019-03-11,353,-73.54518,45.55946
"Leilani Loft, walk to Anini Beach",United States,Condominium,129,Entire home/apt,0,1,2,strict_14_with_grace_period,117,3,25,1125,2,10.0,2019-03-06,Mana,4,2019-03-06,252,-159.46996,22.21592
"Condo rénové, moderne et ancestral",Canada,Apartment,60,Entire home/apt,2,3,6,moderate,1,3,15,1125,1,0.0,2019-03-11,Philippe-Alexandre,1,2019-03-11,0,-73.56749,45.53359
Sunny private room: Newtown terrace,Australia,House,50,Private room,1,1,2,moderate,8,1,10,1125,1,9.0,2019-03-07,Isabella,1,2019-03-07,0,151.18704,-33.89415
TsimShaTsui Wellyet Guest House Long Stay @ Room 8,Hong Kong,Apartment,283,Private room,1,1,2,strict_14_with_grace_period,42,1,100,1125,2,10.0,2019-03-11,Natalie,14,2019-03-11,330,114.17164,22.29676
The Wielingen,United States,Condominium,95,Private room,1,1,2,moderate,182,1,25,1125,2,9.0,2019-03-06,Jimmy,2,2019-03-06,0,-73.90156,40.82417
"Bright, Cozy room in Brooklyn",United States,Apartment,60,Private room,1,1,2,strict_14_with_grace_period,149,1,20,90,1,10.0,2019-03-07,Edgar,3,2019-03-07,255,-73.95951,40.69695
Bohemian 4BR in Plateau by Sonder,Canada,Apartment,107,Entire home/apt,4,4,7,strict_14_with_grace_period,58,2,7,1125,8,10.0,2019-03-11,Sonder,1198,2019-03-11,0,-73.57114,45.51542
Classy Apartment in Boavista,Portugal,Serviced apartment,178,Entire home/apt,0,2,4,moderate,4,1,20,1125,2,10.0,2019-02-16,Baumhaus,9,2019-02-16,336,-8.62317,41.15725
Sea View,Brazil,Apartment,298,Entire home/apt,2,6,6,strict_14_with_grace_period,15,1,0,1125,1,9.0,2019-02-11,Ines,4,2019-02-11,302,-43.19931834008216,-22.981942430356344
"Private outdoor shower, minutes from the beach!",United States,House,90,Entire home/apt,1,1,2,strict_14_with_grace_period,14,2,12,180,2,9.0,2019-03-06,Vacasa Hawaii,33,2019-03-06,365,-154.93328,19.39404
Bright and Convenient 2 Br,United States,Apartment,240,Entire home/apt,2,3,6,flexible,2,3,0,1125,1,7.0,2019-03-06,Dins,1,2019-03-06,0,-73.95128,40.80156
"Beautiful House, Views, Single King, Own Bathroom",Australia,House,55,Private room,1,1,1,moderate,26,2,25,28,1,10.0,2019-03-07,Konrad,1,2019-03-07,87,151.04264,-33.77643
Centrally Located Balcony wSea View,Turkey,Apartment,95,Private room,1,1,1,strict_14_with_grace_period,1,3,32,390,1,8.0,2019-02-18,Fati,15,2019-02-18,354,28.97558,41.02783
Pablo house,Spain,Apartment,54,Entire home/apt,1,2,3,flexible,0,50,0,55,1,0.0,2019-03-08,Pablo,1,2019-03-08,363,2.16502,41.4
"Villas Of Kamalii 20: Near Shops, Restaurants, And Beaches",United States,Townhouse,312,Entire home/apt,2,3,6,super_strict_60,31,5,0,365,1,10.0,2019-03-06,Great Vacation Retreats,74,2019-03-06,276,-159.4837,22.21751
Perfect Potts Point Pied-à-terre,Australia,Apartment,149,Entire home/apt,0,1,2,strict_14_with_grace_period,29,4,0,400,1,10.0,2019-03-07,Jenny,1,2019-03-07,234,151.22554,-33.8723
Excellent Location Gramercy Studio,United States,Apartment,221,Entire home/apt,0,1,3,strict_14_with_grace_period,92,2,30,1125,2,10.0,2019-03-07,Julia,2,2019-03-07,125,-73.98593,40.73947
Superb designer appartment,Canada,Apartment,90,Entire home/apt,2,2,3,flexible,0,7,0,27,1,0.0,2019-03-11,Michel,1,2019-03-11,0,-73.57605,45.52591
Duplex penthouse with pool in Meier,Brazil,Apartment,701,Entire home/apt,3,7,10,strict_14_with_grace_period,0,7,150,1125,10,0.0,2019-02-11,Rodolfo,1,2019-02-11,362,-43.291460446886724,-22.905105601340335
Free Spirit,Portugal,Apartment,55,Entire home/apt,2,2,3,strict_14_with_grace_period,11,1,15,15,1,9.0,2019-02-16,Alexandra,1,2019-02-16,365,-8.63873,41.17677
a room at moda / kadikoy / istanbul,Turkey,Apartment,90,Private room,1,1,1,flexible,0,1,0,6,1,0.0,2019-02-18,Melik,1,2019-02-18,365,29.02553,40.98431
Stunning sunsets at your doorstep,United States,Apartment,262,Entire home/apt,1,2,4,strict_14_with_grace_period,108,3,0,1125,1,9.0,2019-03-06,Viktoria,59,2019-03-06,332,-156.45868,20.75806
2 chambres Pour 4 personnes,Spain,Apartment,100,Private room,1,3,4,flexible,1,1,0,1125,1,2.0,2019-03-08,Rico,4,2019-03-08,0,2.17607,41.37914
Private room in artsy Brooklyn home,United States,Apartment,85,Private room,1,1,2,moderate,8,3,0,7,1,10.0,2019-03-07,Stephanie,1,2019-03-07,365,-73.94884,40.67689
Large Lofted Brooklyn Studio,United States,Loft,105,Entire home/apt,1,1,2,moderate,5,5,98,1125,1,9.0,2019-03-07,Christine,1,2019-03-07,364,-73.93944,40.69588
North Avalon Beach Apartment,Australia,Apartment,360,Entire home/apt,2,2,4,strict_14_with_grace_period,110,1,0,408,1,10.0,2019-03-07,Angela,1,2019-03-07,296,151.33898,-33.63278
Best location in manhattan,United States,Apartment,67,Entire home/apt,1,2,2,strict_14_with_grace_period,1,1,0,1125,1,10.0,2019-03-06,Furkan,2,2019-03-06,0,-73.9803,40.74086
Spacious Family Home in Coogee,Australia,House,399,Entire home/apt,3,5,5,flexible,1,7,0,7,1,10.0,2019-03-07,Anat,1,2019-03-07,0,151.24601,-33.9279
New Townhouse close to Bondi Beach,Australia,Townhouse,300,Entire home/apt,3,5,6,flexible,0,1,0,1125,1,0.0,2019-03-07,Dj,1,2019-03-07,0,151.27779,-33.86702
Oasis in the city centre,Hong Kong,Apartment,699,Entire home/apt,0,2,3,strict_14_with_grace_period,1,3,0,1125,1,10.0,2019-03-11,Eric,1,2019-03-11,302,114.18485,22.32847
Private Room - Double Bed,Turkey,House,69,Private room,1,1,1,flexible,0,1,0,1125,1,0.0,2019-02-18,Özgün,1,2019-02-18,365,28.99932,41.04598
PISO MODERNO EN EL EIXAMPLE,Spain,Apartment,132,Entire home/apt,2,2,4,moderate,98,4,0,30,1,10.0,2019-03-08,Luis,1,2019-03-08,213,2.15484,41.37964
Apartamento Ipanema vista lagoa,Brazil,Apartment,1000,Entire home/apt,2,4,4,moderate,3,1,0,1125,1,10.0,2019-02-11,Renata,1,2019-02-11,365,-43.199271780650776,-22.979186033760865
Exhibition Center- Beautiful 1BR Perfect Location!,Canada,Serviced apartment,64,Entire home/apt,1,1,2,moderate,6,30,0,1125,1,9.0,2019-03-11,Alejandro,256,2019-03-11,357,-73.55844,45.5049
Number283 - Your home abroad,Portugal,Apartment,48,Entire home/apt,1,1,2,moderate,0,2,0,3,1,0.0,2019-02-16,Secondright,1,2019-02-16,0,-8.59674,41.16001
